base,digits,fixed_point_values
34,3,19635
34,6,"795119325,1109349120"
34,8,1282693926888
35,2,408
35,4,908684
35,6,1446768408
36,3,23310
36,5,40870200
36,6,1118623590
36,7,59876618445
36,8,1931531509740
38,2,481
38,3,27417
38,6,1545085035
39,5,60920080
39,8,3657147661492
40,3,31980
40,4,1548456
40,6,"2099199180,2491378656"
40,7,124953583170
40,8,3986759146656
41,2,560
41,6,3408270480
42,3,37023
42,5,88164104
42,6,2809860585
42,8,"6605134839422,8466579160668"
