base,digits,fixed_point_values
10,34,"6333333333333333176666666666666664,8866443333333321997766666666553312,9753333333333333086666666666666421,9775533333333331088666666666644221,9777555333333311088866666664442221,9777755553333111088886666444422221,9777775555531111088888644444222221,9887665443333220998776666554332111,9887766554432210998877655443322111,9975333333333333086666666666664201,9977553333333331088666666666442201,9977755533333311088866666644422201,9977775555333111088886664444222201,9977777555551111088888444442222201,9988766544333220998776665543321101,9988776655442210998877554433221101,9997533333333333086666666666642001,9997755333333331088666666664422001,9997775553333311088866666444222001,9997777555533111088886644442222001,9998876654433220998776655433211001,9999753333333333086666666666420001,9999775533333331088666666644220001,9999777555333311088866664442220001,9999777755553111088886444422220001,9999887665443220998776554332110001,9999975333333333086666666664200001,9999977553333331088666666442200001,9999977755533311088866644422200001,9999977775555111088884444222200001,9999988766544220998775543321100001,9999997533333333086666666642000001,9999997755333331088666664422000001,9999997775553311088866444222000001,9999999753333333086666666420000001,9999999775533331088666644220000001,9999999777555311088864442220000001,9999999975333333086666664200000001,9999999977553331088666442200000001,9999999977755511088844422200000001,9999999997533333086666642000000001,9999999997755331088664422000000001,9999999999753333086666420000000001,9999999999775531088644220000000001,9999999999975333086664200000000001,9999999999977551088442200000000001,9999999999997533086642000000000001,9999999999999753086420000000000001,9999999999999975084200000000000001"
10,35,"86433333333333331976666666666666532,88866644433332219997776666555333112,98765433333333320987666666666543211,98776554333333210988766666654432211,98777655543332110988876665444322211,98777765555421110988887544443222211,98887666544422209998777555433321111,99876543333333320987666666665432101,99877655433333210988766666544322101,99877765554332110988876654443222101,99987654333333320987666666654321001,99987765543333210988766665443221001,99987776555432110988876544432221001,99998765433333320987666666543210001,99998776554333210988766654432210001,99998777655542110988875444322210001,99999876543333320987666665432100001,99999877655433210988766544322100001,99999987654333320987666654321000001,99999987765543210988765443221000001,99999998765433320987666543210000001,99999998776554210988754432210000001,99999999876543320987665432100000001,99999999987654320987654321000000001,99999999998765420987543210000000001"
