base,digits,fixed_point_values
17,14,136074161134884160
17,15,"2661122635397161344,2661158804700824352"
18,14,"263348141389150794,307229227676667400,374805334590564817"
18,15,"3571749024357357657,4761926189357711388,6303021788729215532"
