base,digits,fixed_point_values
10,36,"555555555554999999999999444444444445,633333333333333331766666666666666664,886644333333333219977666666666553312,888866664444222199997777555533331112,975333333333333330866666666666666421,977553333333333310886666666666644221,977755533333333110888666666664442221,977775555333331110888866666444422221,977777555553311110888886644444222221,988766544333332209987766666554332111,988776655443322109988776655443322111,997533333333333330866666666666664201,997755333333333310886666666666442201,997775553333333110888666666644422201,997777555533331110888866664444222201,997777755555311110888886444442222201,998876654433332209987766665543321101,998877665544322109988776554433221101,999753333333333330866666666666642001,999775533333333310886666666664422001,999777555333333110888666666444222001,999777755553331110888866644442222001,999777775555511110888884444422222001,999887665443332209987766655433211001,999887766554422109988775544332211001,999975333333333330866666666666420001,999977553333333310886666666644220001,999977755533333110888666664442220001,999977775555331110888866444422220001,999988766544332209987766554332110001,999997533333333330866666666664200001,999997755333333310886666666442200001,999997775553333110888666644422200001,999997777555531110888864444222200001,999998876654432209987765543321100001,999999753333333330866666666642000001,999999775533333310886666664422000001,999999777555333110888666444222000001,999999777755551110888844442222000001,999999887665442209987755433211000001,999999975333333330866666666420000001,999999977553333310886666644220000001,999999977755533110888664442220000001,999999997533333330866666664200000001,999999997755333310886666442200000001,999999997775553110888644422200000001,999999999753333330866666642000000001,999999999775533310886664422000000001,999999999777555110888444222000000001,999999999975333330866666420000000001,999999999977553310886644220000000001,999999999997533330866664200000000001,999999999997755310886442200000000001,999999999999753330866642000000000001,999999999999775510884422000000000001,999999999999975330866420000000000001,999999999999997530864200000000000001,999999999999999750842000000000000001"
10,37,"8643333333333333319766666666666666532,8777765544433221999997776655544322222,8886664443333322199977766666555333112,9876543333333333209876666666666543211,9877655433333332109887666666654432211,9877765554333321109888766665444322211,9877776555543211109888876544443222211,9888766654443222099987776555433321111,9987654333333333209876666666665432101,9987765543333332109887666666544322101,9987776555433321109888766654443222101,9987777655554211109888875444432222101,9988876665444222099987775554333211101,9998765433333333209876666666654321001,9998776554333332109887666665443221001,9998777655543321109888766544432221001,9999876543333333209876666666543210001,9999877655433332109887666654432210001,9999877765554321109888765444322210001,9999987654333333209876666665432100001,9999987765543332109887666544322100001,9999987776555421109888754443222100001,9999998765433333209876666654321000001,9999998776554332109887665443221000001,9999999876543333209876666543210000001,9999999877655432109887654432210000001,9999999987654333209876665432100000001,9999999987765542109887544322100000001,9999999998765433209876654321000000001,9999999999876543209876543210000000001,9999999999987654209875432100000000001"
