base,digits,fixed_point_values
19,14,"656344910773471896,663107797849734864"
20,14,"1288286847983123705,1292393087983115685,1542854273198802462"
21,14,"2263015051914302560,2585903582704379600"
22,14,"5020710610267635255,6193548512348203293"
