base,digits,unique_cycle_ids
43,4,127
43,5,104
44,4,123
44,5,46
45,4,100
45,5,0
46,4,75
46,5,91
47,4,47
47,5,286
48,4,34
48,5,2
49,4,54
49,5,95
50,4,85
50,5,44
51,4,177
51,5,0
52,4,53
52,5,98
53,4,52
53,5,45
54,4,113
54,5,1
55,4,85
55,5,172
56,4,134
56,5,78
57,4,142
57,5,0
58,4,90
58,5,113
59,4,61
59,5,49
60,4,174
60,5,1
61,4,57
61,5,560
62,4,229
62,5,435
63,4,280
63,5,0
64,4,37
64,5,662
